no,분류,중복,Institution,Title,저자,Year,Pdf Link
115,Abstract,1,Sungkyunkwan University,A Case Study of Limited Dynamic Voltage Frequency Scaling in Low-Power Processors,"Hwan Su Jung,Ahn Jun Gil,Jong Tae Kim",2015,https://waset.org/pdf/books/?id=41356&pageNumber=413
116,Periodical,0,Sungkyunkwan University,A Case Study of Limited Dynamic Voltage Frequency Scaling in Low-Power Processors,"Hwan Su Jung,Ahn Jun Gil,Jong Tae Kim",2015,https://waset.org/publications/10006874/a-case-study-of-limited-dynamic-voltage-frequency-scaling-in-low-power-processors
117,Periodical,0,Sungkyunkwan University,A Cooperative Space-Time Transmission Scheme Based On Symbol Combinations,"Keunhong Chae,Seokho Yoon",2014,https://waset.org/publications/9999465/a-cooperative-space-time-transmission-scheme-based-on-symbol-combinations
118,Periodical,0,Sungkyunkwan University,A Fast Code Acquisition Scheme for O-CDMA Systems,"Youngpo Lee, Jaewoo Lee, and Seokho Yoon",2012,https://waset.org/publications/455/a-fast-code-acquisition-scheme-for-o-cdma-systems
119,Periodical,0,Sungkyunkwan University,A New IFO Estimation Scheme for Orthogonal Frequency Division Multiplexing Systems,"Keunhong Chae,Seokho Yoon",2015,https://waset.org/publications/10001271/a-new-ifo-estimation-scheme-for-orthogonal-frequency-division-multiplexing-systems
120,Periodical,0,Sungkyunkwan University,A Novel Estimation Method for Integer Frequency Offset in Wireless OFDM Systems,"Taeung Yoon, Youngpo Lee, Chonghan Song, Na Young Ha, and Seokho Yoon",2009,https://waset.org/publications/4954/a-novel-estimation-method-for-integer-frequency-offset-in-wireless-ofdm-systems
121,Periodical,0,Sungkyunkwan University,A Novel Frequency Offset Estimation Scheme for OFDM Systems,Youngpo Lee and Seokho Yoon,2013,https://waset.org/publications/16578/a-novel-frequency-offset-estimation-scheme-for-ofdm-systems
122,Periodical,0,Sungkyunkwan University,A Novel Spectrum Sensing Scheme Based on Periodicity of DVB-T Pilot Signals,"Hyung-Weon Cho, Youngyoon Lee, Seung Goo Kang, Dahae Chong, Myungsoo Lee, Chonghan Song, and Seokho Yoon",2010,https://waset.org/publications/13280/a-novel-spectrum-sensing-scheme-based-on-periodicity-of-dvb-t-pilot-signals
123,Periodical,0,Sungkyunkwan University,A Rapid Code Acquisition Scheme in OOC-Based CDMA Systems,"Keunhong Chae, Seokho Yoon",2015,https://waset.org/publications/10000869/a-rapid-code-acquisition-scheme-in-ooc-based-cdma-systems
124,Periodical,0,Sungkyunkwan University,A Robust Frequency Offset Estimator for Orthogonal Frequency Division Multiplexing,"Keunhong Chae,Seokho Yoon",2015,https://waset.org/publications/10000988/a-robust-frequency-offset-estimator-for-orthogonal-frequency-division-multiplexing
125,Periodical,0,Sungkyunkwan University,A Side-Peak Cancellation Scheme for CBOC Code Acquisition,Youngpo Lee and Seokho Yoon,2012,https://waset.org/publications/12582/a-side-peak-cancellation-scheme-for-cboc-code-acquisition
126,Abstract,0,Sungkyunkwan University,A Study on Effect of Dynamic Loading Speed on the Fracture Toughness of Equivalent Stress Gradient (ESG) Specimen,"Moon Byung Woo,Seok Chang-Sung,Koo Jae-Mean,Kim Sang-Young,Choi Jae Gu,Huh Nam-Su",2016,https://waset.org/pdf/books/?id=52072&pageNumber=1315
127,Abstract,1,Sungkyunkwan University,A Study on Performance Prediction in Early Design Stage of Apartment Housing Using Machine Learning,"Seongjun Kim,Sanghoon Shim,Jinwooung Kim,Jaehwan Jung,Sung-Ah Kim",2015,https://waset.org/pdf/books/?id=80644&pageNumber=777
128,Periodical,0,Sungkyunkwan University,A Study on Performance Prediction in Early Design Stage of Apartment Housing Using Machine Learning,"Seongjun Kim,Sanghoon Shim,Jinwooung Kim,Jaehwan Jung,Sung-Ah Kim",2017,https://waset.org/publications/10008427/a-study-on-performance-prediction-in-early-design-stage-of-apartment-housing-using-machine-learning
129,Periodical,0,Sungkyunkwan University,A Study on the Cloud Simulation with a Network Topology Generator,"Jun-Kwon Jung, Sung-Min Jung, Tae-Kyung Kim, and Tai-Myoung Chung",2012,https://waset.org/publications/9941/a-study-on-the-cloud-simulation-with-a-network-topology-generator
130,Abstract,0,Sungkyunkwan University,A Study on the Correlation Analysis between the Pre-Sale Competition Rate and the Apartment Unit Plan Factor through Machine Learning,"Seongjun Kim, Jinwooung Kim, Sung-Ah Kim",2014,https://waset.org/pdf/books/?id=72964&pageNumber=689
131,Periodical,0,Sungkyunkwan University,Adaptive Hierarchical Key Structure Generation for Key Management in Wireless Sensor Networks using A*,"Jin Myoung Kim,Tae Ho Cho",2008,https://waset.org/publications/6428/adaptive-hierarchical-key-structure-generation-for-key-management-in-wireless-sensor-networks-using-a-
132,Abstract,1,Sungkyunkwan University,Adhesion Performance According to Lateral Reinforcement Method of Textile,"Jungbhin You,Taekyun Kim,Jongho Park,Sungnam Hong,Sun-Kyu Park",2014,https://waset.org/pdf/books/?id=67487&pageNumber=1434
133,Periodical,0,Sungkyunkwan University,Adhesion Performance According to Lateral Reinforcement Method of Textile,"Jungbhin You,Taekyun Kim,Jongho Park,Sungnam Hong,Sun-Kyu Park",2017,https://waset.org/publications/10006899/adhesion-performance-according-to-lateral-reinforcement-method-of-textile
134,Abstract,0,Sungkyunkwan University,An Architectural Model for APT Detection,"Nam-Uk Kim,Sung-Hwan Kim,Tai-Myoung Chung",2015,https://waset.org/pdf/books/?id=23009&pageNumber=772
135,Periodical,0,Sungkyunkwan University,Analytical Study on the Shape of T-type Girder Modular Bridge Connection by Using Parameter,"Jongho Park, Jinwoong Choi, Sungnam Hong, Seung-Kyung Kye, Sun-Kyu Park",2014,https://waset.org/publications/9999497/analytical-study-on-the-shape-of-t-type-girder-modular-bridge-connection-by-using-parameter
136,Abstract,1,Sungkyunkwan University,Analytical Study on the Shape of T-Type Girder Modular Bridge Connection by Using Parametric,"Jongho Park,Jinwoong Choi,Sungnam Hong,Seung-Kyung Kye,Sun-Kyu Park",2016,https://waset.org/pdf/books/?id=13686&pageNumber=17
137,Abstract,0,Sungkyunkwan University,Artificial Neural Network-Based Bridge Weigh-In-Motion Technique Considering Environmental Conditions,"Changgil Lee,Junkyeong Kim,Jihwan Park,Seunghee Park",2012,https://waset.org/pdf/books/?id=81022&pageNumber=1672
138,Abstract,0,Sungkyunkwan University,Axle Load Estimation of Moving Vehicles Using BWIM Technique,"Changgil Lee,Seunghee Park",2014,https://waset.org/pdf/books/?id=49092&pageNumber=1114
139,Periodical,0,Sungkyunkwan University,Bit-Error-Rate Performance Analysis of an Overlap-based CSS System,"Taeung Yoon, Dahae Chong, Sangho Ahn, and Seokho Yoon",2009,https://waset.org/publications/12055/bit-error-rate-performance-analysis-of-an-overlap-based-css-system
140,Abstract,1,Sungkyunkwan University,Bond Strength between Concrete and AR-Glass Roving with Variables of Development Length,"Jongho Park,Taekyun Kim,Jinwoong Choi,Sungnam Hong,Sun-Kyu Park",2014,https://waset.org/pdf/books/?id=46092&pageNumber=1044
141,Periodical,0,Sungkyunkwan University,Bond Strength between Concrete and AR-Glass Roving with Variables of Development Length,"Jongho Park,Taekyun Kim,Jinwoong Choi,Sungnam Hong,Sun-Kyu Park",2016,https://waset.org/publications/10004664/bond-strength-between-concrete-and-ar-glass-roving-with-variables-of-development-length
142,Abstract,0,Sungkyunkwan University,Bridge Members Segmentation Algorithm of Terrestrial Laser Scanner Point Clouds Using Fuzzy Clustering Method,"Donghwan Lee,Gichun Cha,Jooyoung Park,Junkyeong Kim,Seunghee Park",2014,https://waset.org/pdf/books/?id=40802&pageNumber=917
143,Abstract,0,Sungkyunkwan University,CO2 Emissions Quantification of the Modular Bridge Superstructure,"Chanhyuck Jeon,Jongho Park,Jinwoong Choi,Sungnam Hong,Sun-Kyu Park",2016,https://waset.org/pdf/books/?id=28224&pageNumber=11
144,Abstract,0,Sungkyunkwan University,Color Conversion Films with CuInS2/ZnS Quantum Dots Embedded Polystyrene Nanofibers by Electrospinning Process,"Wonkyung Na,Namhun Kim,Heeyeop Chae",2014,https://waset.org/pdf/books/?id=17273&pageNumber=88
145,Abstract,0,Sungkyunkwan University,Comparative Study of Isothermal and Cyclic Oxidation on Titanium Alloys,"Poonam Yadav,Dong Bok Lee",2017,https://waset.org/pdf/books/?id=19120&pageNumber=337
146,Abstract,1,Sungkyunkwan University,Compressive Strength Evaluation of Underwater Concrete Structures Integrating the Combination of Rebound Hardness and Ultrasonic Pulse Velocity Methods with Artificial Neural Networks,"Seunghee Park,Junkyeong Kim,Eun-Seok Shin,Sang-Hun Han",2014,https://waset.org/pdf/books/?id=2714&pageNumber=31
147,Periodical,0,Sungkyunkwan University,Compressive Strength Evaluation of Underwater Concrete Structures Integrating the Combination of Rebound Hardness and Ultrasonic Pulse Velocity Methods with Artificial Neural Networks,"Seunghee Park,Junkyeong Kim,Eun-Seok Shin,Sang-Hun Han",2014,https://waset.org/publications/9997020/compressive-strength-evaluation-of-underwater-concrete-structures-integrating-the-combination-of-rebound-hardness-and-ultrasonic-pulse-velocity-methods-with-artificial-neural-networks
148,Abstract,0,Sungkyunkwan University,Cost Effectiveness of Slit-Viscoelastic Dampers for Seismic Retrofit of Structures,"Minsung Kim,Jinkoo Kim",2015,https://waset.org/pdf/books/?id=77954&pageNumber=1610
149,Periodical,0,Sungkyunkwan University,Design of Permanent Sensor Fault Tolerance Algorithms by Sliding Mode Observer for Smart Hybrid Powerpack,"Sungsik Jo,Hyeonwoo Kim,Iksu Choi,Hunmo Kim",2014,https://waset.org/publications/10004054/design-of-permanent-sensor-fault-tolerance-algorithms-by-sliding-mode-observer-for-smart-hybrid-powerpack
150,Abstract,1,Sungkyunkwan University,Design of Permanent Sensor Fault Tolerance Algorithms by Sliding Mode Observer for Smart Hybrid Powerpack,"Sungsik Jo,Hyeonwoo Kim,Iksu Choi,Hunmo Kim",2016,https://waset.org/pdf/books/?id=9250&pageNumber=112
151,Abstract,0,Sungkyunkwan University,Development of a Shape Based Estimation Technology Using Terrestrial Laser Scanning,"Gichun Cha,Byoungjoon Yu,Jihwan Park,Minsoo Park,Junghyun Im,Sehwan Park,Sujung Sin,Seunghee Park",2014,https://waset.org/pdf/books/?id=92768&pageNumber=63
152,Periodical,0,Sungkyunkwan University,Diagonal Crack Width of RC Members with High Strength Materials,"J. Y. Lee,H. S. Lim,S. H. Yoon",2016,https://waset.org/publications/10004785/diagonal-crack-width-of-rc-members-with-high-strength-materials
153,Periodical,0,Sungkyunkwan University,Distance Estimation for Radar Systems Using DS-UWB Signals,Youngpo Lee and Seokho Yoon,2013,https://waset.org/publications/16698/distance-estimation-for-radar-systems-using-ds-uwb-signals
154,Abstract,1,Sungkyunkwan University,Effect of Gas-Diffusion Oxynitriding on Microstructure and Hardness of Ti-6Al-4V Alloys,"Dong Bok Lee,Min Jung Kim",2017,https://waset.org/pdf/books/?id=65271&pageNumber=1268
155,Periodical,0,Sungkyunkwan University,Effect of Gas-Diffusion Oxynitriding on Microstructure and Hardness of Ti-6Al-4V Alloys,"Dong Bok Lee,Min Jung Kim",2017,https://waset.org/publications/10006350/effect-of-gas-diffusion-oxynitriding-on-microstructure-and-hardness-of-ti-6al-4v-alloys
156,Abstract,1,Sungkyunkwan University,Effects of Incident Angle and Distance on Visible Light Communication,"Taegyoo Woo,Jong Kang Park,Jong Tae Kim",2016,https://waset.org/pdf/books/?id=60436&pageNumber=644
157,Periodical,0,Sungkyunkwan University,Effects of Incident Angle and Distance on Visible Light Communication,"Taegyoo Woo,Jong Kang Park,Jong Tae Kim",2017,https://waset.org/publications/10006289/effects-of-incident-angle-and-distance-on-visible-light-communication
158,Abstract,0,Sungkyunkwan University,Energy Efficiency Improvement of Excavator with Independent Metering Valve by Continuous Mode Changing Considering Engine Fuel Consumption,"Sang-Wook Lee,So-Yeon Jeon,Min-Gi Cho,Dae-Young Shin,Sung-Ho Hwang",2016,https://waset.org/pdf/books/?id=89388&pageNumber=946
159,Abstract,0,Sungkyunkwan University,"Evaluation of 18F Fluorodeoxyglucose Positron Emission Tomography, MRI, and Ultrasound in the Assessment of Axillary Lymph Node Metastases in Patients with Early Stage Breast Cancer","Wooseok Byon,Eunyoung Kim,Junseong Kwon,Byung Joo Song,Chan Heun Park",2014,https://waset.org/pdf/books/?id=17970&pageNumber=258
160,Periodical,0,Sungkyunkwan University,Evaluation of Applicability of High Strength Stirrup for Prestressed Concrete Members,"J.-Y. Lee, H.-S. Lim, S.-E. Kim",2017,https://waset.org/publications/10007191/evaluation-of-applicability-of-high-strength-stirrup-for-prestressed-concrete-members-
161,Abstract,0,Sungkyunkwan University,Evaluation of Mechanical Behavior of Gas Turbine Blade at High Temperature,"Sung-Uk Wee,Chang-Sung Seok,Jae-Mean Koo,Jeong-Min Lee",2016,https://waset.org/pdf/books/?id=52129&pageNumber=1317
162,Periodical,0,Sungkyunkwan University,Experimental Study of Specific Cross Beam Types Appropriate for Modular Bridges,"Seung-Kyung Kye, Young-Hyo Son, Jin-Woong Choi, Dooyong Cho, and Sun-Kyu Park",2013,https://waset.org/publications/14870/experimental-study-of-specific-cross-beam-types-appropriate-for-modular-bridges
163,Periodical,0,Sungkyunkwan University,Exploring SSD Suitable Allocation Schemes Incompliance with Workload Patterns,"Jae Young Park,Hwansu Jung,Jong Tae Kim",2015,https://waset.org/publications/10003015/exploring-ssd-suitable-allocation-schemes-incompliance-with-workload-patterns
164,Abstract,1,Sungkyunkwan University,Exploring SSD Suitable Allocation Schemes Incompliance with Workload Patterns,"Jae Young Park,Hwansu Jung,Jong Tae Kim",2016,https://waset.org/pdf/books/?id=41931&pageNumber=427
165,Abstract,0,Sungkyunkwan University,Extremal Laplacian Energy of Threshold Graphs,Seyed Ahmad Mojallal,2016,https://waset.org/pdf/books/?id=41332&pageNumber=435
166,Abstract,0,Sungkyunkwan University,Fabrication of 3D Scaffold Consisting of Spiral-Like Micro-Sized PCL Struts and Selectively Deposited Nanofibers as a Tissue Regenerative Material,"Gi-Hoon Yang,JongHan Ha,MyungGu Yeo,JaeYoon Lee,SeungHyun Ahn,Hyeongjin Lee,HoJun Jeon,YongBok Kim,Minseong Kim,GeunHyung Kim",2012,https://waset.org/pdf/books/?id=45197&pageNumber=356
167,Abstract,0,Sungkyunkwan University,Fabrication of Hybrid Scaffolds Consisting of Cell-laden Electrospun Micro/Nanofibers and PCL Micro-structures for Tissue Regeneration,"MyungGu Yeo,JongHan Ha,Gi-Hoon Yang,JaeYoon Lee,SeungHyun Ahn,Hyeongjin Lee,HoJun Jeon,YongBok Kim,Minseong Kim,GeunHyung Kim",2016,https://waset.org/pdf/books/?id=40640&pageNumber=322
168,Abstract,0,Sungkyunkwan University,Fatigue Life Estimation of Spiral Welded Waterworks Pipelines,"Suk Woo Hong,Chang Sung Seok,Jae Mean Koo",2016,https://waset.org/pdf/books/?id=51759&pageNumber=1302
169,Abstract,1,Sungkyunkwan University,Flexural Strength of Alkali Resistant Glass Textile Reinforced Concrete Beam with Prestressing,"Jongho Park, Taekyun Kim, Jungbhin You, Sungnam Hong, Sun-Kyu Park",2015,https://waset.org/pdf/books/?id=74475&pageNumber=1539
170,Periodical,0,Sungkyunkwan University,Flexural Strength of Alkali Resistant Glass Textile Reinforced Concrete Beam with Prestressing,"Jongho Park, Taekyun Kim, Jungbhin You, Sungnam Hong, Sun-Kyu Park",2017,https://waset.org/publications/10007784/flexural-strength-of-alkali-resistant-glass-textile-reinforced-concrete-beam-with-prestressing-
171,Periodical,0,Sungkyunkwan University,Forthcoming Big Data on Smart Buildings and Cities: An Experimental Study on Correlations among Urban Data,"Yu-Mi Song,Sung-Ah Kim,Dongyoun Shin",2017,https://waset.org/publications/10007124/forthcoming-big-data-on-smart-buildings-and-cities-an-experimental-study-on-correlations-among-urban-data
172,Periodical,0,Sungkyunkwan University,Frequency Offset Estimation Schemes Based On ML for OFDM Systems in Non-Gaussian Noise Environments,"Keunhong Chae,Seokho Yoon",2014,https://waset.org/publications/9999361/frequency-offset-estimation-schemes-based-on-ml-for-ofdm-systems-in-non-gaussian-noise-environments
173,Abstract,0,Sungkyunkwan University,Future Metro Station: Remodeling Underground Environment Based on Experience Scenarios and IoT Technology,"Joo Min Kim,Dongyoun Shin",2012,https://waset.org/pdf/books/?id=85118&pageNumber=1746
174,Periodical,0,Sungkyunkwan University,Fuzzy based Security Threshold Determining for the Statistical En-Route Filtering in Sensor Networks,"Hae Young Lee,Tae Ho Cho",2008,https://waset.org/publications/5295/fuzzy-based-security-threshold-determining-for-the-statistical-en-route-filtering-in-sensor-networks
